"screen_name","text","created_at"
"TrendyTopicsNow","Alec Baldwin Cites Cancel Culture In Speaking About NY Gov  Andrew Cuomo s Resignation By Carly Tennes  Published  August th   

  ",2021-08-11 13:08:37
"JanF_Blogs","Parker   Normal political parties can police their own  | Andrew Cuomo Resigned Because the Democrats Aren t a Cult  via ",2021-08-11 13:08:26
"robertfranek","New York Governor Andrew Cuomo resigns ",2021-08-11 13:08:04
"WAMCNews","WAMC s  discusses the resignation of New York Governor Andrew Cuomo  and considers what s in store for incoming Governor Kathy Hochul  ",2021-08-11 13:08:01
"mightysparty","Chris Cuomo strolls off lavish Hamptons dock  ignores questions about brother Andrew Cuomo s resignation | Fox News ",2021-08-11 13:07:33
"ApadanaFreedom","Alec Baldwin says Andrew Cuomo s resignation is  sad    When these things happen it s a shame for our society  ",2021-08-11 13:07:23
"karimraffa"," In my mind  I d never crossed the line with anyone  but I didn t realize the extent to which the line has been redrawn   Andrew Cuomo said as he resigned from his position as New York Governor   ",2021-08-11 13:07:13
"CuomoWatch","Chris Fredo Cuomo strolls off lavish Hamptons dock  ignores questions about brother Andrew Cuomo s resignation

",2021-08-11 13:06:59
"Von_Weeden","Andrew Cuomo s resignation highlights one important fact  ALL politicians are scumbags   ALL   They all have a shoe ready to drop ",2021-08-11 13:06:53
"boshuk"," The Andrew Cuomo   oops  Windsor Armsey  ",2021-08-11 13:06:52
"hrkbenowen","Andrew Cuomo roasted by late night TV hosts after his resignation ",2021-08-11 13:06:46
"BONECOLLECTORxx","What a pig  good cause ya know what I would never want my daughters to be treated like that   Cuomo resigns   ",2021-08-11 13:06:42
"mrjnc16"," Andrew Cuomo Resigned Because the Democrats Aren t a Cult   The Bulwark 
 But in the Republican party  criticizing  disappointing  or contradicting the dear leader is an offense worthy of expulsion if not worse   ",2021-08-11 13:06:40
"don_parvin","New York Gov  Andrew Cuomo admits lies and Announces Resignation Over Harassment Allegations   ",2021-08-11 13:06:38
"erikawood","Omg it s really hard to listen even to CLIPS of Andrew Cuomo describing his gross behavior   his kindness and helpfulness  love and care for his staff and troopers etc  Wow  Yuck ",2021-08-11 13:06:35
"susanj357","I am so fed up with the Andrew Cuomo story  He resigned  Wasn t that the desired outcome  Why don t you talk about how sexual harassers  rapists  amp  pedophiles like  Trump  Jim Jordan Matt Gaetz or Madison Cawthorn didn t  amp  haven t resigned for their disgusting behavior  ",2021-08-11 13:06:31
"George_Losh","  Bill Clinton 
Harvey weinstein 
Ed Buck 
Anthony Weiner 
Jeffery Epstein 
Matt Lauer
Andrew Cuomo 
Chris Cuomo 
Charlie Rose
Etc etc etc ",2021-08-11 13:06:00
"jmkee111","Biden Respects Cuomo s Resignation  Says He s Done  A Hell Of A Job  Aside From His  Personal Behavior   via  Like killing people Joe  A hell of a job     He s a killer you babbling idiot ",2021-08-11 13:05:55
"ThomasM70699326","Prison would be nice   

What s next for Gov  Andrew Cuomo after his resignation over sex harass claims   via ",2021-08-11 12:57:02
"ThomasM70699326","Fall of a political dynasty  Post s coverage of Cuomo s demise  via ",2021-08-11 13:05:53
"ThomasM70699326","Andrew Cuomo joins long list of big New York political scandals  via ",2021-08-11 12:58:43
"rxgreenthumb","Pecking order    Prince Andrew  Mario Cuomo  Donald Trump  Joe Biden    stop me if you have a bigger sexual predator to move to the front of the line 😎

What the Prince needs is his own personal  to make him a sandwich too

Don has FOX and Joe has MSNBC

Got milk 😎 ",2021-08-11 13:05:41
"JLivnLaVidaLoca","Hey news media   stop covering Andrew Cuomo  He s out  Good riddance  Now let s move on to other more pressing issues like the climate crisis  pandemic and burgeoning fascism ",2021-08-11 13:05:26
"EricBoehlert","believe it or not  news consumers can follow two stories at once  there have been studies and everything   ",2021-08-11 13:05:24
"TheIndCitizen","Watch  Andrew Cuomo Quits ",2021-08-11 13:05:13
"NYAmNews","After months of holding on to power amid sexual harassment allegations  Gov  Andrew  Cuomo abruptly resigned Tuesday 
We take you through what happened and what s next  ",2021-08-11 13:05:03
"Deshair","Hold up  Andrew Cuomo is  homeless   Do politicians expect to hold these positions forever ",2021-08-11 13:05:03
"jimmyshoes143","Andrew Cuomo joins long list of big New York political scandals  via  
THE CHI COM DEM NY VOTERS MUST BE AS IMMORAL AS THE PEOPLE THEY VOTE FOR ",2021-08-11 13:04:55
"jimmyshoes143","Andrew Cuomo roasted by late night TV hosts after resignation  via  
WHERE WERE THESE  ROASTERS  WHEN CUOMO CAUSED THE DEATH OF MANY NURSING HOME RESIDENTS  BY PUTTING COVID  PATIENT WITH THEM ",2021-08-11 12:54:01
"gregory_chupa","Andrew Cuomo is a heel that could never fill his dad s shoes  Goodwin  via ",2021-08-11 13:04:29
"politicalelite","I want Andrew Cuomo to admit what he did  Resigning ain t everything if you don t admit the guilt  Still on the fence about his brother too",2021-08-11 13:04:23
"buddyxgoon","   when will you cover the Andrew Cuomo case",2021-08-11 13:04:12
"parrotnews247","Andrew Cuomo  New York Governor Resigns After Sexual Harassment Investigation ",2021-08-11 13:03:50
"am860TheAnswer","Bill Bunkley s This Is Something to Think About     Andrew Cuomo Is Finally Gone  Read   ",2021-08-11 13:03:48
"FaithTalkTampa","Bill Bunkley s This Is Something to Think About     Andrew Cuomo Is Finally Gone  Read   ",2021-08-11 13:03:48
"GinaLawriw","CNN s Brian Stelter revealed how staffers feel about host Chris Cuomo s informal advisory role to his older brother  New York Gov  Andrew Cuomo  amid the politician s sexual harassment scandal   via ",2021-08-11 12:43:54
"GinaLawriw","Cuomo tried to slip something truly bizarre into his resignation announcement   via ",2021-08-11 13:03:22
"GinaLawriw","Disgraced former Fox News host Bill O Reilly had a hot take on the resignation announcement of New York Gov  Andrew Cuomo    and got a blunt reminder in response   via ",2021-08-11 12:43:01
"deborahblum","Chris Cuomo s ethical failure  Why CNN anchor s actions hurt journalists across America   Incisive piece by my former  colleague    via ",2021-08-11 13:03:17
"EclecticRadical","Good morning to the   

Remember fam  Andrew Cuomo isn t just a sexual creep  He s a sexual creep who cut Medicaid during a plague  and had elderly Covid patients sent back to nursing homes to spread illness and death ",2021-08-11 13:03:14
"Quicktake"," In my mind  I d never crossed the line with anyone  but I didn t realize the extent to which the line has been redrawn   Andrew Cuomo said as he resigned from his position as New York Governor  ",2021-08-11 13:03:05
"cynthiamt123","Andrew Cuomo is a heel that could never fill his dad s shoes  Goodwin  via ",2021-08-11 13:02:57
"collardgreens44","   Andrew Cuomo didn t resign neither did Biden so what you re saying is just to demonize one side when both sides have been guilty of this stuff instead of pointing fingers why not ask  what is the standard   Cause there s obviously not one",2021-08-11 13:00:40
"collardgreens44","  Andrew Cuomo  Joe Biden  Kamala Harris  Biden s VP even stated she believed Tara Reed  So why are you here pointing fingers rather than asking what s the standard for these politicians ",2021-08-11 13:02:48
"KevinPWalling"," Judging from recent elections  it will be these kinds of advancements around infrastructure  health care  and the strength of the economy that will determine if Democrats hold both the House and Senate in    not the personal failings of Andrew Cuomo  ",2021-08-11 13:02:45
"hats_n_politics"," If by  helluva job  Biden means giving nursing home executives a get out of jail free card in exchange for fat campaign cash  amp  then conspiring w his brother to cover up both the bribery  amp  the deaths that resulted  then yeah  I guess so 

",2021-08-11 13:02:40
"jenkers_en","How Andrew Cuomo s flexing of political power and bruising leadership style became his undo     ",2021-08-11 13:02:40
"TittlePress","CNN did not hire Jeffrey Toobin to analyze Andrew Cuomo s sexual harassment allegations ",2021-08-11 13:02:40
"ExBulletinUk","CNN did not hire Jeffrey Toobin to analyze Andrew Cuomo s sexual harassment allegations ",2021-08-11 13:02:38
"DJDeMario1","Andrew Cuomo  A Blemish on Father s Memory

",2021-08-11 13:02:30
"TheD16"," Alec Baldwin says Andrew Cuomo s resignation is  sad    When these things happen it s a shame for our society   via FOX NEWS  ",2021-08-11 13:02:27
"SteveOnFront242","CNN s Cuomo Conundrum  A Star Anchor Chris With Andrew in Trouble  ",2021-08-11 13:02:17
"chestnut_daniel","CBS News  New York Gov  Andrew Cuomo resigns over sexual harassment claims   live updates 


via ",2021-08-11 13:02:17
"gormanme","Andrew Cuomo is gone  But his lawless legacy will live on | David Sirota ",2021-08-11 13:02:14
"fakepremehoodie","My very Italian family reacting to Andrew Cuomo resigning after  years of pegging him as not  real Italian  because they don t agree with him  ",2021-08-11 13:02:06
"FreedomWorks","⚠️  The malevolence and corruption informing people like Andrew  Cuomo  Gretchen Whitmer  Gavin Newsom  and Lori Lightfoot doesn t just settle into one area but is reflected in most of what these menaces do    ampFW ",2021-08-11 12:39:03
"FreedomWorks","Some   dead seniors and  harassment victims later  Andrew  Cuomo finally resigns in disgrace as New York governor  ampFW ",2021-08-11 13:02:01
"GrizzlyJoeShow","Biden Admin Continues To Attack Ron DeSantis While Biden Praises Andrew Cuomo ",2021-08-11 13:01:49
"CJR","New  When discussing character arcs  it can be tempting to resort to teleology and passive language  But rise and fall stories have active drivers not least the journalists who tell them 

Read more from  on Andrew Cuomo 

",2021-08-11 13:01:43
"BrightlyAgain","Gov  Andrew Cuomo Resigns After Sexual Harassment Probe ",2021-08-11 13:01:24
"MichaelArt123","Barb McQuade
What s the difference between Donald Trump and Andrew Cuomo  A party that won t stand for sexual misconduct against women ",2021-08-11 13:01:21
"FujiiPonta","US  Kathy Hochul  a western New York Democrat  was set to begin reintroducing herself to the public on Aug   as she prepared to take the reins of power after Gov  Andrew Cuomo announced he would resign from office 
",2021-08-11 12:59:02
"FujiiPonta","US  Kathy Hochul is to become the first female governor of New York  after Andrew Cuomo resigned over sexual harassment allegations   which he denies 
But who is she 
",2021-08-11 13:01:19
"opulent_usa"," Gov  Andrew Cuomo Resigns After Sexual Harassment Probe ",2021-08-11 13:01:06
"TheDCPolitics"," It Pains Us To Raise Any Voice In His Defense   Tucker Carlson Weighs In On Andrew Cuomo  ",2021-08-11 13:01:04
"Ken_Kiyama1"," Was Emmett up all night wondering why Andrew Cuomo made his resignation effective in two weeks instead of immediately ",2021-08-11 13:01:00
"angelinachapin","Did a man who primarily describes himself as New York tough  a politician notorious for playing dirty  amp  screaming  I m going to ruin you  at journalists really admit defeat  ",2021-08-11 13:00:58
"TheCut","Andrew Cuomo s singular contribution to women s equality may be his getting out of the way ",2021-08-11 12:41:19
"TheCut","Is this a quote from Andrew Cuomo s resignation speech or something your sh tty ex said when you broke up  It s harder than you think ",2021-08-11 13:00:57
"NWOkla","Alva Rvw Crr  Gov  Andrew Cuomo resigns over sexual harassment allegations ",2021-08-11 13:00:53
"BobBertrandPHD","Yes  Andrew Cuomo is famous for being nice and complimentary  ",2021-08-11 12:58:32
"BobBertrandPHD","Bob  Andrew Cuomo killed a lot of old people   ",2021-08-11 13:00:27
"crookedmedia","NY Gov  Andrew Cuomo announced his resignation one week after NY AG Leticia James  office released a damning report and we spoke to  about the IPCC report on the human impact on climate change  WhatADay  New York State Of Resign  out now   ",2021-08-11 13:00:23
"PolBegov","Van de Kennedy s tot Miranda uit  Sex and the City    episodes uit het leven van New Yorks ex gouverneur Andrew Cuomo ",2021-08-11 13:00:18
"BaltBizOnline","New York Gov  Andrew Cuomo resigns  the Senate passes a $ trillion infrastructure bill and Baltimore could be getting another news outlet  

 things  ",2021-08-11 13:00:14
"TheKaufmann"," In my mind  I ve never crossed the line with anyone  but I didn t realize the extent to which the line has been redrawn     Andrew Cuomo in his resignation speech  What a crock of shit ",2021-08-11 13:00:11
"GreaterOleanTAP","Government and political leaders react to Andrew Cuomo s decision to resign  ",2021-08-11 13:00:02
"IowaPublicRadio","Alphonso David  the president of the Human Rights Campaign  has faced calls for his resignation over ties to New York Gov  Andrew Cuomo s sexual harassment scandal  HRC has launched an internal investigation  David has denied wrongdoing 
",2021-08-11 13:00:02
"MATTHILGER1","Chris Cuomo strolls off lavish Hamptons dock  ignores questions about brother Andrew Cuomo s resignation   FoxNews",2021-08-11 12:59:56
"harvsphere","Unfortunately  Republicans Accused of Sexual Harassment Will Not Suddenly  Grow a Conscience  and Resign   via ",2021-08-11 12:59:44
"TheBeatFlorence","ANDREW CUOMO  NY Governor Resigns ",2021-08-11 12:59:39
